idx,id,name,role,movie_title,movie_id
479,41,Akira Kurosawa,Director,Tengoku to jigoku,57565
480,644823,Hideo Oguni,Writer,Tengoku to jigoku,57565
481,452878,Ryûzô Kikushima,Writer,Tengoku to jigoku,57565
482,386750,Eijirô Hisaita,Writer,Tengoku to jigoku,57565
483,1536,Toshirô Mifune,Star,Tengoku to jigoku,57565
484,755403,Yutaka Sada,Star,Tengoku to jigoku,57565
485,619938,Tatsuya Nakadai,Star,Tengoku to jigoku,57565
486,5124,John Lasseter,Director,Toy Story,114709
487,5124,John Lasseter,Writer,Toy Story,114709
488,230032,Pete Docter,Writer,Toy Story,114709
489,4056,Andrew Stanton,Writer,Toy Story,114709
490,158,Tom Hanks,Star,Toy Story,114709
491,741,Tim Allen,Star,Toy Story,114709
492,725543,Don Rickles,Star,Toy Story,114709
493,661791,Park Chan-wook,Director,Oldeuboi,364569
494,1628380,Garon Tsuchiya,Writer,Oldeuboi,364569
495,2057405,Nobuaki Minegishi,Writer,Oldeuboi,364569
496,661791,Park Chan-wook,Writer,Oldeuboi,364569
497,158856,Choi Min-sik,Star,Oldeuboi,364569
498,949167,Yoo Ji-tae,Star,Oldeuboi,364569
499,1367246,Kang Hye-jeong,Star,Oldeuboi,364569
500,40,Stanley Kubrick,Director,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
501,40,Stanley Kubrick,Writer,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
502,816143,Terry Southern,Writer,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
503,313570,Peter George,Writer,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
504,634,Peter Sellers,Star,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
505,1715,George C. Scott,Star,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
506,1330,Sterling Hayden,Star,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,57012
507,583,Wolfgang Petersen,Director,Das Boot,82096
508,583,Wolfgang Petersen,Writer,Das Boot,82096
509,118164,Lothar G. Buchheim,Writer,Das Boot,82096
510,1638,Jürgen Prochnow,Star,Das Boot,82096
511,344963,Herbert Grönemeyer,Star,Das Boot,82096
512,921044,Klaus Wennemann,Star,Das Boot,82096
513,154,Mel Gibson,Director,Braveheart,112573
514,908824,Randall Wallace,Writer,Braveheart,112573
515,154,Mel Gibson,Star,Braveheart,112573
516,521,Sophie Marceau,Star,Braveheart,112573
517,1526,Patrick McGoohan,Star,Braveheart,112573
518,1396121,Makoto Shinkai,Director,Kimi no Na wa.,5311514
519,1396121,Makoto Shinkai,Writer,Kimi no Na wa.,5311514
520,1126340,Ryûnosuke Kamiki,Star,Kimi no Na wa.,5311514
521,4759838,Mone Kamishiraishi,Star,Kimi no Na wa.,5311514
522,6954008,Ryo Narita,Star,Kimi no Na wa.,5311514
523,594503,Hayao Miyazaki,Director,Mononoke-hime,119698
524,594503,Hayao Miyazaki,Writer,Mononoke-hime,119698
525,559444,Yôji Matsuda,Star,Mononoke-hime,119698
526,410942,Yuriko Ishida,Star,Mononoke-hime,119698
527,849100,Yûko Tanaka,Star,Mononoke-hime,119698
528,5222,Sam Mendes,Director,American Beauty,169547
529,50332,Alan Ball,Writer,American Beauty,169547
530,228,Kevin Spacey,Star,American Beauty,169547
531,906,Annette Bening,Star,American Beauty,169547
532,301,Thora Birch,Star,American Beauty,169547
533,386246,Rajkumar Hirani,Director,3 Idiots,1187043
534,430785,Abhijat Joshi,Writer,3 Idiots,1187043
535,386246,Rajkumar Hirani,Writer,3 Idiots,1187043
536,6765,Vidhu Vinod Chopra,Writer,3 Idiots,1187043
537,451148,Aamir Khan,Star,3 Idiots,1187043
538,534856,Madhavan,Star,3 Idiots,1187043
539,1587175,Mona Singh,Star,3 Idiots,1187043
540,680846,Todd Phillips,Director,Joker,7286456
541,680846,Todd Phillips,Writer,Joker,7286456
542,798788,Scott Silver,Writer,Joker,7286456
543,4170,Bob Kane,Writer,Joker,7286456
544,1618,Joaquin Phoenix,Star,Joker,7286456
545,134,Robert De Niro,Star,Joker,7286456
546,5939164,Zazie Beetz,Star,Joker,7286456
547,1701024,Nadine Labaki,Director,Capharnaüm,8267604
548,1701024,Nadine Labaki,Writer,Capharnaüm,8267604
549,2764802,Jihad Hojeily,Writer,Capharnaüm,8267604
550,9878616,Michelle Keserwany,Writer,Capharnaüm,8267604
551,9862858,Zain Al Rafeea,Star,Capharnaüm,8267604
552,9862859,Yordanos Shiferaw,Star,Capharnaüm,8267604
553,9862860,Boluwatife Treasure Bankole,Star,Capharnaüm,8267604
554,1466,Sergio Leone,Director,Once Upon a Time in America,87843
555,340580,Harry Grey,Writer,Once Upon a Time in America,87843
556,73053,Leonardo Benvenuti,Writer,Once Upon a Time in America,87843
557,207401,Piero De Bernardi,Writer,Once Upon a Time in America,87843
558,134,Robert De Niro,Star,Once Upon a Time in America,87843
559,249,James Woods,Star,Once Upon a Time in America,87843
560,1527,Elizabeth McGovern,Star,Once Upon a Time in America,87843
561,2045,Stanley Donen,Director,Singin' in the Rain,45152
562,37,Gene Kelly,Director,Singin' in the Rain,45152
563,173679,Betty Comden,Writer,Singin' in the Rain,45152
564,337582,Adolph Green,Writer,Singin' in the Rain,45152
565,37,Gene Kelly,Star,Singin' in the Rain,45152
566,640307,Donald O'Connor,Star,Singin' in the Rain,45152
567,1666,Debbie Reynolds,Star,Singin' in the Rain,45152
568,459552,Elem Klimov,Director,Idi i smotri,91251
569,10696,Ales Adamovich,Writer,Idi i smotri,91251
570,459552,Elem Klimov,Writer,Idi i smotri,91251
571,470385,Aleksey Kravchenko,Star,Idi i smotri,91251
572,592500,Olga Mironova,Star,Idi i smotri,91251
573,490708,Liubomiras Laucevicius,Star,Idi i smotri,91251
574,4716,Darren Aronofsky,Director,Requiem for a Dream,180093
575,782968,Hubert Selby Jr.,Writer,Requiem for a Dream,180093
576,4716,Darren Aronofsky,Writer,Requiem for a Dream,180093
577,995,Ellen Burstyn,Star,Requiem for a Dream,180093
578,1467,Jared Leto,Star,Requiem for a Dream,180093
579,124,Jennifer Connelly,Star,Requiem for a Dream,180093
580,549658,Richard Marquand,Director,Star Wars: Episode VI - Return of the Jedi,86190
581,1410,Lawrence Kasdan,Writer,Star Wars: Episode VI - Return of the Jedi,86190
582,184,George Lucas,Writer,Star Wars: Episode VI - Return of the Jedi,86190
583,434,Mark Hamill,Star,Star Wars: Episode VI - Return of the Jedi,86190
584,148,Harrison Ford,Star,Star Wars: Episode VI - Return of the Jedi,86190
585,402,Carrie Fisher,Star,Star Wars: Episode VI - Return of the Jedi,86190
586,881279,Lee Unkrich,Director,Toy Story 3,435761
587,5124,John Lasseter,Writer,Toy Story 3,435761
588,4056,Andrew Stanton,Writer,Toy Story 3,435761
589,881279,Lee Unkrich,Writer,Toy Story 3,435761
590,158,Tom Hanks,Star,Toy Story 3,435761
591,741,Tim Allen,Star,Toy Story 3,435761
592,349,Joan Cusack,Star,Toy Story 3,435761
593,899121,Thomas Vinterberg,Director,Jagten,2106476
594,899121,Thomas Vinterberg,Writer,Jagten,2106476
595,2105585,Tobias Lindholm,Writer,Jagten,2106476
596,586568,Mads Mikkelsen,Star,Jagten,2106476
597,488917,Thomas Bo Larsen,Star,Jagten,2106476
598,5038871,Annika Wedderkopp,Star,Jagten,2106476
599,41,Akira Kurosawa,Director,Ikiru,44741
600,41,Akira Kurosawa,Writer,Ikiru,44741
601,368074,Shinobu Hashimoto,Writer,Ikiru,44741
602,644823,Hideo Oguni,Writer,Ikiru,44741
603,793766,Takashi Shimura,Star,Ikiru,44741
604,437520,Nobuo Kaneko,Star,Ikiru,44741
605,385443,Shin'ichi Himori,Star,Ikiru,44741
606,327273,Michel Gondry,Director,Eternal Sunshine of the Spotless Mind,338013
607,442109,Charlie Kaufman,Writer,Eternal Sunshine of the Spotless Mind,338013
608,327273,Michel Gondry,Writer,Eternal Sunshine of the Spotless Mind,338013
609,1410028,Pierre Bismuth,Writer,Eternal Sunshine of the Spotless Mind,338013
610,120,Jim Carrey,Star,Eternal Sunshine of the Spotless Mind,338013
611,701,Kate Winslet,Star,Eternal Sunshine of the Spotless Mind,338013
612,929489,Tom Wilkinson,Star,Eternal Sunshine of the Spotless Mind,338013
613,898288,Denis Villeneuve,Director,Incendies,1255953
614,1416431,Wajdi Mouawad,Writer,Incendies,1255953
615,898288,Denis Villeneuve,Writer,Incendies,1255953
616,4034068,Valérie Beaugrand-Champagne,Writer,Incendies,1255953
617,44073,Lubna Azabal,Star,Incendies,1255953
618,246386,Mélissa Désormeaux-Poulin,Star,Incendies,1255953
619,309945,Maxim Gaudette,Star,Incendies,1255953
620,697,Billy Wilder,Director,The Apartment,53604
621,697,Billy Wilder,Writer,The Apartment,53604
622,224634,I.A.L. Diamond,Writer,The Apartment,53604
623,493,Jack Lemmon,Star,The Apartment,53604
624,511,Shirley MacLaine,Star,The Apartment,53604
625,534045,Fred MacMurray,Star,The Apartment,53604
626,180,David Lean,Director,Lawrence of Arabia,56172
627,4122,Robert Bolt,Writer,Lawrence of Arabia,56172
628,933858,Michael Wilson,Writer,Lawrence of Arabia,56172
629,564,Peter O'Toole,Star,Lawrence of Arabia,56172
630,27,Alec Guinness,Star,Lawrence of Arabia,56172
631,63,Anthony Quinn,Star,Lawrence of Arabia,56172
632,40,Stanley Kubrick,Director,2001: A Space Odyssey,62622
633,40,Stanley Kubrick,Writer,2001: A Space Odyssey,62622
634,2009,Arthur C. Clarke,Writer,2001: A Space Odyssey,62622
635,1158,Keir Dullea,Star,2001: A Space Odyssey,62622
636,516972,Gary Lockwood,Star,2001: A Space Odyssey,62622
637,843213,William Sylvester,Star,2001: A Space Odyssey,62622
638,233,Quentin Tarantino,Director,Reservoir Dogs,105236
639,233,Quentin Tarantino,Writer,Reservoir Dogs,105236
640,812,Roger Avary,Writer,Reservoir Dogs,105236
641,172,Harvey Keitel,Star,Reservoir Dogs,105236
642,619,Tim Roth,Star,Reservoir Dogs,105236
643,514,Michael Madsen,Star,Reservoir Dogs,105236
644,361,Brian De Palma,Director,Scarface,86250
645,231,Oliver Stone,Writer,Scarface,86250
646,1328,Howard Hawks,Writer,Scarface,86250
647,372942,Ben Hecht,Writer,Scarface,86250
648,199,Al Pacino,Star,Scarface,86250
649,201,Michelle Pfeiffer,Star,Scarface,86250
650,874,Steven Bauer,Star,Scarface,86250
651,520,Michael Mann,Director,Heat,113277
652,520,Michael Mann,Writer,Heat,113277
653,199,Al Pacino,Star,Heat,113277
654,134,Robert De Niro,Star,Heat,113277
655,174,Val Kilmer,Star,Heat,113277
656,697,Billy Wilder,Director,Double Indemnity,36775
657,697,Billy Wilder,Writer,Double Indemnity,36775
658,151452,Raymond Chandler,Writer,Double Indemnity,36775
659,128906,James M. Cain,Writer,Double Indemnity,36775
660,534045,Fred MacMurray,Star,Double Indemnity,36775
661,1766,Barbara Stanwyck,Star,Double Indemnity,36775
662,64,Edward G. Robinson,Star,Double Indemnity,36775
663,33,Alfred Hitchcock,Director,North by Northwest,53125
664,499626,Ernest Lehman,Writer,North by Northwest,53125
665,26,Cary Grant,Star,North by Northwest,53125
666,1693,Eva Marie Saint,Star,North by Northwest,53125
667,51,James Mason,Star,North by Northwest,53125
668,230032,Pete Docter,Director,Up,1049413
669,677037,Bob Peterson,Director,Up,1049413
670,230032,Pete Docter,Writer,Up,1049413
671,677037,Bob Peterson,Writer,Up,1049413
672,565336,Tom McCarthy,Writer,Up,1049413
673,799,Edward Asner,Star,Up,1049413
674,2973712,Jordan Nagai,Star,Up,1049413
675,1652,John Ratzenberger,Star,Up,1049413
676,485,Fritz Lang,Director,M - Eine Stadt sucht einen Mörder,22100
677,902376,Thea von Harbou,Writer,M - Eine Stadt sucht einen Mörder,22100
678,485,Fritz Lang,Writer,M - Eine Stadt sucht einen Mörder,22100
679,414825,Egon Jacobsohn,Writer,M - Eine Stadt sucht einen Mörder,22100
680,48,Peter Lorre,Star,M - Eine Stadt sucht einen Mörder,22100
681,927145,Ellen Widmann,Star,M - Eine Stadt sucht einen Mörder,22100
682,484737,Inge Landgut,Star,M - Eine Stadt sucht einen Mörder,22100
683,80,Orson Welles,Director,Citizen Kane,33467
684,542534,Herman J. Mankiewicz,Writer,Citizen Kane,33467
685,80,Orson Welles,Writer,Citizen Kane,33467
686,2144,John Houseman,Writer,Citizen Kane,33467
687,80,Orson Welles,Star,Citizen Kane,33467
688,1072,Joseph Cotten,Star,Citizen Kane,33467
689,173827,Dorothy Comingore,Star,Citizen Kane,33467
690,40,Stanley Kubrick,Director,Full Metal Jacket,93058
691,40,Stanley Kubrick,Writer,Full Metal Jacket,93058
692,380282,Michael Herr,Writer,Full Metal Jacket,93058
693,368007,Gustav Hasford,Writer,Full Metal Jacket,93058
694,546,Matthew Modine,Star,Full Metal Jacket,93058
695,388,R. Lee Ermey,Star,Full Metal Jacket,93058
696,352,Vincent D'Onofrio,Star,Full Metal Jacket,93058
697,33,Alfred Hitchcock,Director,Vertigo,52357
698,178785,Alec Coppel,Writer,Vertigo,52357
699,853138,Samuel A. Taylor,Writer,Vertigo,52357
700,92267,Pierre Boileau,Writer,Vertigo,52357
701,71,James Stewart,Star,Vertigo,52357
702,1571,Kim Novak,Star,Vertigo,52357
703,895,Barbara Bel Geddes,Star,Vertigo,52357
704,466,Jean-Pierre Jeunet,Director,Le fabuleux destin d'Amélie Poulain,211915
705,491011,Guillaume Laurant,Writer,Le fabuleux destin d'Amélie Poulain,211915
706,466,Jean-Pierre Jeunet,Writer,Le fabuleux destin d'Amélie Poulain,211915
707,851582,Audrey Tautou,Star,Le fabuleux destin d'Amélie Poulain,211915
708,440913,Mathieu Kassovitz,Star,Le fabuleux destin d'Amélie Poulain,211915
709,749363,Rufus,Star,Le fabuleux destin d'Amélie Poulain,211915
